"id","email_id","personalisation","clarity","value_proposition","cta","overall","notes","score_error","scored_at","created_at","updated_at","created_by","updated_by"
107,53,2,7,3,4,4,"This is a mass-sent template email with minimal personalization beyond the recipient's name. The value proposition is vague ('student outreach'), and while the message is clear, it lacks specific CTAs or compelling reasons to respond.",False,"2026-03-09 11:40:20.257773","2026-03-09 11:40:20.274184","2026-03-09 11:40:20.274186","craig","craig"
108,59,2,7,3,4,4,"This is a mass-sent template with minimal personalization beyond recipient names and company mentions. The value proposition is vague ('student outreach' without specifics), and the CTA is passive, essentially asking recipients to ignore the email.",False,"2026-03-09 11:40:20.257872","2026-03-09 11:40:20.274196","2026-03-09 11:40:20.274198","craig","craig"
109,62,2,7,3,4,4,"This is clearly a mass-sent template email with minimal personalization beyond the recipient's name. The value proposition is vague ('student outreach') and the CTA is weak, essentially asking for permission to continue contact rather than proposing a specific next step.",False,"2026-03-09 11:40:20.257928","2026-03-09 11:40:20.274208","2026-03-09 11:40:20.27421","craig","craig"
110,66,2,7,3,4,4,"Mass-sent template with minimal personalization beyond name/company. Value proposition is vague and doesn't explain what Native actually does or specific benefits for healthcare organizations.",False,"2026-03-09 11:40:20.257979","2026-03-09 11:40:20.274221","2026-03-09 11:40:20.274223","craig","craig"
111,73,3,7,3,4,4,"Mass-sent template emails with minimal personalisation beyond names/companies, vague value proposition about student partnerships, and weak CTAs that focus more on apologizing than driving action.",False,"2026-03-09 11:40:20.25803","2026-03-09 11:40:20.274233","2026-03-09 11:40:20.274235","craig","craig"
112,74,4,7,3,5,4,"While the email mentions DAM Health specifically and uses a conversational tone, it's clearly a mass template with minimal real personalisation. The value proposition around student marketing/partnerships is vague with no concrete benefits articulated.",False,"2026-03-09 11:40:20.258081","2026-03-09 11:40:20.274245","2026-03-09 11:40:20.274247","craig","craig"
113,77,3,7,2,4,3,"While the email is clear and polite, it's a generic template sent to multiple recipients with minimal personalization. The value proposition is vague ('student marketing or university partnerships') without explaining specific benefits or what the company actually offers.",False,"2026-03-09 11:40:20.258133","2026-03-09 11:40:20.274257","2026-03-09 11:40:20.274259","craig","craig"
114,83,2,6,2,3,3,"This is clearly a mass email template with minimal personalization beyond the recipient's name. The value proposition is vague (student marketing/partnerships) with no specific benefits articulated, and the CTA is passive without clear next steps.",False,"2026-03-09 11:40:20.258189","2026-03-09 11:40:20.274269","2026-03-09 11:40:20.274271","craig","craig"
115,84,2,7,3,4,4,"This is clearly a mass-sent template with minimal personalization beyond the name and company. The value proposition is vague, mentioning student marketing/partnerships without explaining specific benefits or what Native does.",False,"2026-03-09 11:40:20.258388","2026-03-09 11:40:20.274281","2026-03-09 11:40:20.274283","craig","craig"
116,86,3,6,2,4,3,"This is a mass-sent 'final nudge' email with minimal personalization and vague value proposition about student marketing/university partnerships. The CTA lacks specificity and the email feels like spam due to its templated nature across multiple recipients.",False,"2026-03-09 11:40:20.258447","2026-03-09 11:40:20.274293","2026-03-09 11:40:20.274295","craig","craig"
117,88,3,7,2,4,3,"This is clearly a mass-sent template email with minimal personalisation (just name/company). The value proposition is extremely vague - just mentions 'student marketing or university partnerships' without explaining what they actually do or offer.",False,"2026-03-09 11:40:20.258503","2026-03-09 11:40:20.274305","2026-03-09 11:40:20.274307","craig","craig"
118,102,3,7,2,4,3,"This is clearly a mass email template with minimal personalisation beyond the recipient's name and company. The value proposition is extremely vague - 'student marketing or university partnerships' without any specific benefits or examples.",False,"2026-03-09 11:40:20.25856","2026-03-09 11:40:20.274317","2026-03-09 11:40:20.274319","craig","craig"
119,105,3,7,3,4,4,"This is a mass-sent 'final nudge' template with minimal personalization beyond names and companies. The value proposition is vague ('student marketing or university partnerships') and the CTA lacks specificity.",False,"2026-03-09 11:40:20.258614","2026-03-09 11:40:20.274329","2026-03-09 11:40:20.274331","craig","craig"
120,16,2,4,5,6,4,"Email is sent to wrong recipient (Joe at vintage clothing store, not HealthHero), making personalization completely off-target. Value proposition mentions student engagement but lacks specificity about actual benefits or results.",False,"2026-03-09 11:40:20.258669","2026-03-09 11:40:20.274341","2026-03-09 11:40:20.274343","craig","craig"
121,20,1,6,4,7,4,"This is clearly a mass-sent template with wrong recipient targeting - mentioning HealthHero to someone at a vintage clothing company and eyewear company shows zero research or personalization.",False,"2026-03-09 11:40:20.258724","2026-03-09 11:40:20.274353","2026-03-09 11:40:20.274355","craig","craig"
122,26,1,6,4,7,4,"This is clearly a mass email template with zero personalisation - same content sent to completely different businesses (vintage clothing, eyewear, fashion). The healthcare/student outreach pitch is irrelevant to these recipients' industries.",False,"2026-03-09 11:40:20.258779","2026-03-09 11:40:20.274365","2026-03-09 11:40:20.274367","craig","craig"
123,63,1,6,3,7,4,"This is clearly a mass template email sent to wrong recipients - discussing HealthHero and digital health services to vintage clothing and eyewear companies. Zero personalization despite having recipient names.",False,"2026-03-09 11:40:20.258833","2026-03-09 11:40:20.274381","2026-03-09 11:40:20.274383","craig","craig"
124,65,1,6,4,7,4,"This is clearly a mass-sent template email with zero personalization - Connor is pitching HealthHero's student outreach to vintage clothing companies, which makes no sense. The message structure is clear but the value proposition is completely irrelevant to the recipients' businesses.",False,"2026-03-09 11:40:20.258888","2026-03-09 11:40:20.274393","2026-03-09 11:40:20.274395","craig","craig"
125,75,1,3,2,4,2,"This is a mass-sent template email with zero personalization, pitching digital health services to vintage clothing businesses which makes no sense. The message is confusing and completely irrelevant to the recipients.",False,"2026-03-09 11:40:20.258942","2026-03-09 11:40:20.274405","2026-03-09 11:40:20.274407","craig","craig"
126,118,1,2,1,1,1,"These are automated calendar decline notifications, not sales emails - they contain no personalization, value proposition, or call to action, and are cluttered with repetitive technical information.",False,"2026-03-09 11:40:20.258997","2026-03-09 11:40:20.274417","2026-03-09 11:40:20.274419","craig","craig"
127,119,1,3,1,1,1,"These are automated calendar decline notifications with no sales value, personalization, or clear call to action - they're system-generated messages about meeting declines.",False,"2026-03-09 11:40:20.259051","2026-03-09 11:40:20.274428","2026-03-09 11:40:20.274431","craig","craig"
128,76,1,6,3,7,4,"This is clearly a mass-sent template with zero personalization - discussing digital health providers to vintage clothing businesses shows complete lack of research and targeting relevance.",False,"2026-03-09 11:40:20.259104","2026-03-09 11:40:20.274442","2026-03-09 11:40:20.274445","craig","craig"
129,85,1,6,3,7,4,"Mass-sent template email with zero personalization - targeting vintage clothing businesses with healthcare/student services pitch shows complete lack of research or targeting relevance.",False,"2026-03-09 11:40:20.259159","2026-03-09 11:40:20.274455","2026-03-09 11:40:20.274457","craig","craig"
130,98,1,6,3,7,4,"This is clearly a mass email blast with zero personalisation - Connor is pitching HealthHero digital health services to vintage clothing businesses. The message is clear but the value proposition is completely irrelevant to the recipients' industries.",False,"2026-03-09 11:40:20.259209","2026-03-09 11:40:20.274468","2026-03-09 11:40:20.27447","craig","craig"
131,99,1,6,3,7,4,"Mass-sent template with zero personalisation targeting vintage clothing businesses with healthcare services. Clear structure but completely irrelevant value proposition for recipients.",False,"2026-03-09 11:40:20.259254","2026-03-09 11:40:20.27448","2026-03-09 11:40:20.274483","craig","craig"
132,123,1,8,1,7,3,"This is a simple acceptance email in an ongoing negotiation thread - clear and direct but lacks any value proposition or personalization as it's purely transactional.",False,"2026-03-09 11:40:20.259297","2026-03-09 11:40:20.274492","2026-03-09 11:40:20.274495","craig","craig"
133,354,8,9,6,9,8,"Strong follow-up that maintains personal tone and provides clear next steps with specific booking form link. CTA is excellent but value proposition could be stronger by reinforcing what the client gets for their investment.",False,"2026-03-09 11:40:20.25934","2026-03-09 11:40:20.274505","2026-03-09 11:40:20.274507","craig","craig"
134,12,7,3,4,2,4,"Good RIXO-specific targeting and understanding of their brand positioning, but this follow-up email lacks substance and has a weak, generic call to action that doesn't encourage response.",False,"2026-03-09 11:40:20.259385","2026-03-09 11:40:20.274517","2026-03-09 11:40:20.274519","craig","craig"
135,36,2,7,3,4,4,"Generic follow-up with no personalization or reference to recipient's specific role/interests. Clear structure but lacks compelling value and has weak, vague CTA.",False,"2026-03-09 11:40:20.259426","2026-03-09 11:40:20.274529","2026-03-09 11:40:20.274531","craig","craig"
136,49,2,8,3,4,4,"Generic follow-up with no personalization or reference to previous conversation context. Clear structure but lacks compelling value proposition and specific next steps.",False,"2026-03-09 11:40:20.25947","2026-03-09 11:40:20.274541","2026-03-09 11:40:20.274544","craig","craig"
137,64,1,7,2,3,3,"Generic follow-up with zero personalisation - identical message sent to multiple recipients. No value proposition or compelling reason to respond beyond vague 'check in'.",False,"2026-03-09 11:40:20.259512","2026-03-09 11:40:20.274553","2026-03-09 11:40:20.274555","craig","craig"
138,94,1,7,3,4,3,"Generic follow-up email with zero personalisation - identical to all other recipients. The email lacks any specific value proposition and has a weak, passive call to action.",False,"2026-03-09 11:40:20.259554","2026-03-09 11:40:20.274565","2026-03-09 11:40:20.274567","craig","craig"
139,106,2,7,2,3,3,"Generic follow-up email with no personalization or value addition - simply asks for thoughts without offering new insights or clear next steps.",False,"2026-03-09 11:40:20.259597","2026-03-09 11:40:20.274577","2026-03-09 11:40:20.274579","craig","craig"
140,111,2,7,3,4,4,"Generic follow-up template sent to multiple recipients with no specific personalization or reference to previous detailed conversations. Vague CTA lacks urgency or clear next steps.",False,"2026-03-09 11:40:20.25964","2026-03-09 11:40:20.274589","2026-03-09 11:40:20.274591","craig","craig"
141,112,2,7,3,4,4,"Generic follow-up with no specific value or personalization beyond the recipient's name. The ask for 'thoughts' is vague and doesn't provide a compelling reason to respond.",False,"2026-03-09 11:40:20.259682","2026-03-09 11:40:20.274601","2026-03-09 11:40:20.274603","craig","craig"
142,114,2,8,3,2,3,"Generic follow-up with no personalization beyond first name; lacks specific CTA and doesn't reinforce the value proposition from previous emails.",False,"2026-03-09 11:40:20.259724","2026-03-09 11:40:20.274613","2026-03-09 11:40:20.274615","craig","craig"
143,121,2,7,3,4,4,"This is a generic follow-up email with minimal personalisation - just the recipient's name changed across multiple identical emails. The CTA is vague ('any thoughts') and doesn't provide clear next steps or value.",False,"2026-03-09 11:40:20.259766","2026-03-09 11:40:20.274625","2026-03-09 11:40:20.274627","craig","craig"
144,125,2,8,3,4,4,"Generic follow-up with no personalization beyond name change. Clear and concise but lacks specific value proposition and has weak, vague call to action asking for 'thoughts'.",False,"2026-03-09 11:40:20.259808","2026-03-09 11:40:20.27464","2026-03-09 11:40:20.274642","craig","craig"
145,129,2,8,3,5,4,"Generic follow-up with zero personalisation beyond name. Clear and concise but offers no new value or compelling reason to respond after previous non-responses.",False,"2026-03-09 11:40:20.259852","2026-03-09 11:40:20.274652","2026-03-09 11:40:20.274654","craig","craig"
146,137,3,8,2,2,3,"Generic follow-up template with only name personalization, lacks any value proposition or specific CTA beyond checking for 'thoughts'.",False,"2026-03-09 11:40:20.259894","2026-03-09 11:40:20.274664","2026-03-09 11:40:20.274666","craig","craig"
147,96,2,6,5,7,5,"Email contains major personalization errors - recipient works at a wine company but is pitched healthcare services, and sender mentions 'HealthHero' without connection to recipient's actual business. Clear structure and decent CTA, but fundamental mismatch undermines credibility.",False,"2026-03-09 11:40:20.259937","2026-03-09 11:40:20.274676","2026-03-09 11:40:20.274679","craig","craig"
148,97,2,6,4,7,4,"The email shows poor research - Connor is pitching healthcare student engagement to someone at a wine company. The message is clear and has a direct CTA, but the complete mismatch in targeting severely undermines effectiveness.",False,"2026-03-09 11:40:20.259979","2026-03-09 11:40:20.274688","2026-03-09 11:40:20.274691","craig","craig"
149,109,8,7,2,6,5,"This is a logistical follow-up email that's well-personalized and reasonably clear, but lacks any sales value proposition since it's purely operational communication between existing partners.",False,"2026-03-09 11:40:20.260022","2026-03-09 11:40:20.274701","2026-03-09 11:40:20.274703","craig","craig"
150,133,8,8,6,7,7,"Strong personalisation with specific references to Jutta's travel and previous requests. Clear explanations of PLI/Risk Assessment requirements, but the larger gamified setup question feels somewhat disconnected from the main thread.",False,"2026-03-09 11:40:20.260067","2026-03-09 11:40:20.274713","2026-03-09 11:40:20.274716","craig","craig"
151,116,1,3,1,1,1,"This is an automated calendar decline notification, not a sales email, with no value proposition, personalization, or meaningful call to action.",False,"2026-03-09 11:40:20.260111","2026-03-09 11:40:20.274726","2026-03-09 11:40:20.274728","craig","craig"
152,117,1,3,1,1,1,"These are automated calendar decline notifications, not sales emails - they contain no personalization, value proposition, or call to action for sales purposes.",False,"2026-03-09 11:40:20.260154","2026-03-09 11:40:20.274738","2026-03-09 11:40:20.27474","craig","craig"
153,142,3,7,4,6,5,"The email shows some personalisation by referencing specific solutions and Holland & Barrett's footfall goals, but lacks deeper customisation. The automatic reply suggests timing issues that weren't addressed.",False,"2026-03-09 11:40:20.260199","2026-03-09 11:40:20.274749","2026-03-09 11:40:20.274752","craig","craig"
154,148,2,8,4,9,5,"This is a response email from Alicia accepting Dave's meeting request with a clear time proposal, but it lacks personalization and specific value proposition since it's a brief reply to continue an existing conversation.",False,"2026-03-09 11:40:20.260259","2026-03-09 11:40:20.274761","2026-03-09 11:40:20.274764","craig","craig"
155,153,8,9,6,9,8,"Highly personalized response acknowledging conversation context and weekend. Clear confirmation of meeting with specific next step, though value proposition could be stronger.",False,"2026-03-09 11:40:20.260303","2026-03-09 11:40:20.274773","2026-03-09 11:40:20.274775","craig","craig"
156,156,8,9,3,2,5,"Highly personalized response showing empathy and building rapport, very clear and friendly tone, but lacks specific value proposition and has no clear call to action beyond confirming the meeting.",False,"2026-03-09 11:40:20.260346","2026-03-09 11:40:20.274785","2026-03-09 11:40:20.274787","craig","craig"
157,149,8,7,4,6,6,"Email shows strong personalisation with ongoing conversation context and specific mention of Bristol open day, but lacks clear value proposition and has a somewhat vague call to action about booking 'some bits'.",False,"2026-03-09 11:40:20.260388","2026-03-09 11:40:20.274797","2026-03-09 11:40:20.2748","craig","craig"
158,212,7,8,6,4,6,"Email addresses Lauren's specific questions about Brighton campaigns and digital screens with relevant details, but lacks a clear next step or call to action to move the conversation forward.",False,"2026-03-09 11:40:20.260456","2026-03-09 11:40:20.27481","2026-03-09 11:40:20.274812","craig","craig"
159,152,2,5,1,2,2,"This is an internal response email confirming activation details rather than a sales email - it lacks any value proposition, personalization beyond the business context, and has minimal call to action.",False,"2026-03-09 11:40:20.260499","2026-03-09 11:40:20.274821","2026-03-09 11:40:20.274824","craig","craig"
160,453,7,9,4,8,6,"Email is well-personalized to the ongoing conversation and very clear in its message. The CTA is direct and actionable, but there's minimal value proposition beyond maintaining the scheduled meeting relationship.",False,"2026-03-09 11:40:20.260542","2026-03-09 11:40:20.274833","2026-03-09 11:40:20.274836","craig","craig"
161,469,7,9,6,8,7,"Email is well-tailored to the specific conversation context and clearly structured, but could better articulate Native's unique value beyond just services and process overview.",False,"2026-03-09 11:40:20.260586","2026-03-09 11:40:20.274846","2026-03-09 11:40:20.274848","craig","craig"
162,482,8,9,6,7,7,"Well-personalized response acknowledging Fi's interest and confirming the meeting despite pricing not being ready. Clear and concise, though value proposition could be stronger by highlighting specific services they'll discuss.",False,"2026-03-09 11:40:20.260627","2026-03-09 11:40:20.274857","2026-03-09 11:40:20.27486","craig","craig"
163,155,7,8,3,6,6,"Good personalisation with specific project reference and previous conversation context, but lacks clear value proposition and has a somewhat weak call to action.",False,"2026-03-09 11:40:20.26067","2026-03-09 11:40:20.274869","2026-03-09 11:40:20.274872","craig","craig"
164,278,8,9,6,4,7,"Well-personalized follow-up that directly references the conversation context and provides a helpful status update. However, it lacks a clear next step or call to action beyond the implied waiting for client feedback.",False,"2026-03-09 11:40:20.260715","2026-03-09 11:40:20.274881","2026-03-09 11:40:20.274883","craig","craig"
165,311,8,9,6,8,7,"Well-personalized email addressing Gen by name and referencing previous conversation context. Clear structure with specific delivery details and deadlines, though value proposition could be stronger by emphasizing event benefits.",False,"2026-03-09 11:40:20.260756","2026-03-09 11:40:20.274893","2026-03-09 11:40:20.274895","craig","craig"
166,157,7,4,2,6,5,"Good personalisation with reference to ongoing project and specific details from previous conversation, but poor clarity due to typos and fragmented structure, with minimal value articulation.",False,"2026-03-09 11:40:20.260799","2026-03-09 11:40:20.27491","2026-03-09 11:40:20.274912","craig","craig"
167,435,7,6,3,8,6,"Good personalisation with specific timing and phone number, clear CTAs for call and delivery confirmation. However, lacks clear value proposition and has some formatting/clarity issues.",False,"2026-03-09 11:40:20.260842","2026-03-09 11:40:20.274922","2026-03-09 11:40:20.274924","craig","craig"
168,160,1,6,1,3,2,"This appears to be an operational follow-up about purchase orders rather than a sales email, with no clear value proposition or sales intent targeted at the recipient.",False,"2026-03-09 11:40:20.260885","2026-03-09 11:40:20.274934","2026-03-09 11:40:20.274937","craig","craig"
169,266,2,4,3,6,3,"The email lacks personalisation and doesn't clearly articulate value. However, it has a reasonably clear call to action asking the recipient to contact their Teach First representative, though the overall message structure could be improved.",False,"2026-03-09 11:40:20.260927","2026-03-09 11:40:20.274946","2026-03-09 11:40:20.274949","craig","craig"
170,161,2,8,2,1,3,"This is a brief rejection email with no value proposition or call to action, though it's very clear in declining the opportunity.",False,"2026-03-09 11:40:20.26097","2026-03-09 11:40:20.274958","2026-03-09 11:40:20.274961","craig","craig"
171,164,7,9,8,8,8,"Well-personalized follow-up that directly addresses Talia's rejection with a compelling free offer. Clear, concise message with strong value proposition and implicit call to action.",False,"2026-03-09 11:40:20.261011","2026-03-09 11:40:20.274971","2026-03-09 11:40:20.274973","craig","craig"
172,167,6,8,4,7,6,"Good follow-up clarifying question but lacks clear value proposition about what Native.fm offers. Clear and concise but minimal personalization beyond the ongoing conversation context.",False,"2026-03-09 11:40:20.261056","2026-03-09 11:40:20.274983","2026-03-09 11:40:20.274985","craig","craig"
173,421,3,4,2,2,3,"Matt's response provides location details but lacks clarity about his specific needs, offers no clear value proposition about what he's recruiting for, and has no specific call to action for Jess to respond with concrete next steps.",False,"2026-03-09 11:40:20.261096","2026-03-09 11:40:20.274995","2026-03-09 11:40:20.274997","craig","craig"
174,169,8,9,1,7,6,"This is a brief rescheduling email with good personalisation and clear communication, but lacks any value proposition since it's purely administrative rather than sales-focused.",False,"2026-03-09 11:40:20.261153","2026-03-09 11:40:20.275007","2026-03-09 11:40:20.27501","craig","craig"
175,261,8,9,2,8,6,"Well-personalized response showing understanding of the situation with a clear scheduling request, but lacks any mention of business value or what the meeting will accomplish.",False,"2026-03-09 11:40:20.261197","2026-03-09 11:40:20.275019","2026-03-09 11:40:20.275022","craig","craig"
176,168,3,6,5,7,5,"Email mentions recipient's company name but lacks deeper personalisation about their business needs. Clear structure and decent CTA, but value proposition could be more compelling and specific to their industry.",False,"2026-03-09 11:40:20.261252","2026-03-09 11:40:20.275031","2026-03-09 11:40:20.275034","craig","craig"
177,172,3,7,6,7,5,"Follow-up email shows basic personalization with company name and specific offering, but lacks deeper recipient research. Clear structure and direct CTA, though value proposition could be more compelling with specific benefits.",False,"2026-03-09 11:40:20.261296","2026-03-09 11:40:20.275043","2026-03-09 11:40:20.275045","craig","craig"
178,171,1,6,7,8,5,"This is clearly a mass email template sent to multiple recipients with zero personalization. The value proposition is solid for performing arts companies, and the CTA is clear with direct booking link.",False,"2026-03-09 11:40:20.261338","2026-03-09 11:40:20.275055","2026-03-09 11:40:20.275057","craig","craig"
179,173,2,7,6,8,5,"This is a mass email template with zero personalisation beyond the recipient's name, but has a clear structure and strong CTA with specific meeting link.",False,"2026-03-09 11:40:20.261381","2026-03-09 11:40:20.275067","2026-03-09 11:40:20.275069","craig","craig"
180,174,3,6,7,8,6,"Good value proposition for reaching Gen Z students but lacks personalization to Elena or IMG Artists specifically. Clear CTA with meeting link, though message could be more concise.",False,"2026-03-09 11:40:20.261425","2026-03-09 11:40:20.275079","2026-03-09 11:40:20.275081","craig","craig"
181,176,1,8,7,6,5,"This is clearly a mass email template with zero personalisation - identical content sent to multiple performing arts venues. While the value proposition is clear and relevant to the industry, the lack of any personalisation severely undermines credibility.",False,"2026-03-09 11:40:20.261468","2026-03-09 11:40:20.275091","2026-03-09 11:40:20.275093","craig","craig"
182,177,2,7,6,8,5,"This is clearly a mass email template with only the recipient's name changed - no personalisation to the specific company or individual. The CTA is clear with a direct booking link, but the value proposition could be more specific about outcomes.",False,"2026-03-09 11:40:20.26151","2026-03-09 11:40:20.275103","2026-03-09 11:40:20.275105","craig","craig"
183,178,2,7,6,8,5,"This is clearly a mass email template with zero personalization beyond the recipient's name. The value proposition is decent but generic, while the CTA is clear and actionable.",False,"2026-03-09 11:40:20.261552","2026-03-09 11:40:20.275117","2026-03-09 11:40:20.27512","craig","craig"
184,179,1,7,6,7,5,"This is clearly a mass email template sent to multiple recipients without any personalisation - identical content across all recipients. The value proposition is reasonably clear but generic, and the CTA is specific with a booking link.",False,"2026-03-09 11:40:20.261594","2026-03-09 11:40:20.275129","2026-03-09 11:40:20.275132","craig","craig"
185,180,2,7,6,8,5,"This is clearly a mass email template with zero personalisation - identical content sent to multiple recipients. The value proposition is decent but generic, and the CTA is clear with a booking link.",False,"2026-03-09 11:40:20.261637","2026-03-09 11:40:20.275141","2026-03-09 11:40:20.275144","craig","craig"
186,181,1,7,6,7,5,"This is clearly a mass-sent template email with zero personalization - identical content sent to multiple recipients. The value proposition and CTA are reasonably clear, but the lack of any recipient-specific tailoring severely undermines effectiveness.",False,"2026-03-09 11:40:20.261679","2026-03-09 11:40:20.275153","2026-03-09 11:40:20.275156","craig","craig"
187,183,2,7,6,8,5,"This is a mass email template with zero personalisation - identical content sent to multiple recipients. Strong CTA with calendar link but value proposition could be more compelling with specific benefits.",False,"2026-03-09 11:40:20.261721","2026-03-09 11:40:20.275169","2026-03-09 11:40:20.275172","craig","craig"
188,184,1,6,6,7,5,"This is clearly a mass-sent template email with zero personalisation - identical content sent to multiple recipients across different performing arts companies. While the value proposition and CTA are reasonably clear, the lack of any tailoring makes it feel spammy and generic.",False,"2026-03-09 11:40:20.261845","2026-03-09 11:40:20.275181","2026-03-09 11:40:20.275184","craig","craig"
189,185,2,7,6,8,5,"This is clearly a mass email template with zero personalisation beyond the name. The value proposition is clear but generic, and while the CTA is strong with multiple booking options, the lack of any recipient-specific research or tailoring severely hurts the overall effectiveness.",False,"2026-03-09 11:40:20.261887","2026-03-09 11:40:20.275193","2026-03-09 11:40:20.275195","craig","craig"
190,189,1,7,6,7,5,"This is clearly a mass email template with zero personalisation - identical content sent to multiple performing arts contacts. While the message structure and CTA are clear, the lack of any specific relevance to individual recipients severely undermines effectiveness.",False,"2026-03-09 11:40:20.26193","2026-03-09 11:40:20.275205","2026-03-09 11:40:20.275208","craig","craig"
191,190,1,7,6,8,5,"This is a clear mass email template with zero personalization - identical content sent to 18 different recipients. While the value proposition and CTA are decent, the complete lack of tailoring severely damages effectiveness.",False,"2026-03-09 11:40:20.261972","2026-03-09 11:40:20.275216","2026-03-09 11:40:20.275218","craig","craig"
192,191,3,7,6,8,6,"This is clearly a mass template email with only the first name personalised. The value proposition of connecting brands with Gen Z students at freshers fairs is decent but generic, while the CTA is very clear with multiple booking links provided.",False,"2026-03-09 11:40:20.262013","2026-03-09 11:40:20.275226","2026-03-09 11:40:20.275228","craig","craig"
193,194,1,7,6,7,5,"This is a generic mass email with zero personalisation - identical content sent to multiple recipients. The value proposition and CTA are clear but the lack of tailoring significantly undermines effectiveness.",False,"2026-03-09 11:40:20.262055","2026-03-09 11:40:20.275236","2026-03-09 11:40:20.275238","craig","craig"
194,195,2,7,6,7,5,"This is clearly a mass email template with only the recipient's first name personalized. The value proposition is decent but generic, and while the CTA is clear, the overall approach lacks meaningful personalization for the performing arts industry.",False,"2026-03-09 11:40:20.262095","2026-03-09 11:40:20.275246","2026-03-09 11:40:20.275248","craig","craig"
195,196,2,6,5,7,5,"Mass email with only basic name personalisation and generic content. Clear structure and specific scheduling CTA, but value proposition lacks impact and fails to differentiate from competitors.",False,"2026-03-09 11:40:20.262136","2026-03-09 11:40:20.275256","2026-03-09 11:40:20.275258","craig","craig"
196,200,2,8,7,6,5,"This is clearly a mass email template with only the recipient's name personalized. The message is well-structured and clear, offers good value for performing arts organizations targeting Gen Z students, but lacks specific personalization to the recipient's business or needs.",False,"2026-03-09 11:40:20.262176","2026-03-09 11:40:20.275266","2026-03-09 11:40:20.275268","craig","craig"
197,201,2,7,6,7,5,"This is clearly a mass email template with no personalisation beyond the first name. The value proposition is reasonably clear but generic, and the CTA is direct with a booking link.",False,"2026-03-09 11:40:20.262218","2026-03-09 11:40:20.275275","2026-03-09 11:40:20.275277","craig","craig"
198,202,2,8,7,8,6,"This is clearly a mass email template with identical content sent to multiple recipients, showing minimal personalisation beyond first names. The message is well-structured and clearly articulates the value of reaching Gen Z students through university partnerships.",False,"2026-03-09 11:40:20.262259","2026-03-09 11:40:20.275285","2026-03-09 11:40:20.275287","craig","craig"
199,205,2,7,6,8,5,"This is a mass-sent template email with only the recipient's name personalized. The value proposition is clear but generic, and the CTA is strong with direct scheduling link.",False,"2026-03-09 11:40:20.262302","2026-03-09 11:40:20.275295","2026-03-09 11:40:20.275297","craig","craig"
200,207,1,7,6,8,5,"This is clearly a mass blast email with zero personalisation, identical to every other recipient. The value proposition and CTA are reasonable but the complete lack of tailoring severely undermines effectiveness.",False,"2026-03-09 11:40:20.262345","2026-03-09 11:40:20.275305","2026-03-09 11:40:20.275307","craig","craig"
201,213,1,8,7,6,5,"This is clearly a mass email template with zero personalization - identical content sent to dozens of recipients. While the message is clear and offers relevant value to performing arts organizations, the lack of any customization severely undermines its effectiveness.",False,"2026-03-09 11:40:20.262386","2026-03-09 11:40:20.275315","2026-03-09 11:40:20.275317","craig","craig"
202,214,1,7,6,8,5,"This is clearly a mass-sent template email with zero personalisation beyond the name field. The CTA is clear with a direct booking link, and the message structure is readable, but the generic nature and lack of recipient-specific context significantly undermines effectiveness.",False,"2026-03-09 11:40:20.262427","2026-03-09 11:40:20.275326","2026-03-09 11:40:20.275328","craig","craig"
203,215,1,7,6,8,5,"This is clearly a mass-sent template email with zero personalisation beyond the first name. The value proposition is decent but generic, and the CTA is clear with a direct booking link.",False,"2026-03-09 11:40:20.262469","2026-03-09 11:40:20.275336","2026-03-09 11:40:20.275338","craig","craig"
204,221,2,7,6,8,5,"This is a mass-sent template email with only first names personalized, but it clearly explains the service and has a strong call-to-action with calendar link. The value proposition is relevant to performing arts organizations but lacks specific benefits or proof.",False,"2026-03-09 11:40:20.262511","2026-03-09 11:40:20.275346","2026-03-09 11:40:20.275348","craig","craig"
205,222,2,7,6,5,5,"This is clearly a mass email template with zero personalisation - identical content sent to dozens of recipients across different performing arts organisations. While the value proposition is reasonably clear and the message is well-structured, the generic approach significantly undermines its effectiveness.",False,"2026-03-09 11:40:20.262553","2026-03-09 11:40:20.275356","2026-03-09 11:40:20.275358","craig","craig"
206,223,1,7,6,5,4,"This is clearly a mass email blast with identical content sent to numerous recipients. While the message is well-structured and clear about the service offering, it shows zero personalization and lacks any understanding of individual recipients' needs.",False,"2026-03-09 11:40:20.262595","2026-03-09 11:40:20.275366","2026-03-09 11:40:20.275368","craig","craig"
207,229,2,7,6,7,5,"This is clearly a mass email template with no personalisation beyond the first name. The value proposition is decent but generic, and while the CTA is clear with a scheduling link, the lack of any recipient-specific context severely limits its effectiveness.",False,"2026-03-09 11:40:20.262636","2026-03-09 11:40:20.275376","2026-03-09 11:40:20.275378","craig","craig"
208,230,2,7,6,8,5,"This is clearly a mass email template with no personalisation beyond the recipient's name. The value proposition and CTA are clear, but the generic nature significantly reduces effectiveness.",False,"2026-03-09 11:40:20.262679","2026-03-09 11:40:20.275393","2026-03-09 11:40:20.275396","craig","craig"
209,231,2,7,5,6,5,"This is a mass email template sent to 30+ recipients with no personalisation beyond first names. The value proposition mentions university partnerships and Freshers Fairs but lacks specific benefits or compelling differentiation.",False,"2026-03-09 11:40:20.262721","2026-03-09 11:40:20.275404","2026-03-09 11:40:20.275406","craig","craig"
